ROOM_INDEX	name	outDoor	outDoorVisibility	computeAmbientOcclusion	noMonsterSpawn	noAdventures	noSubLevelEntrance	occupiesNodes	raisesNodes	fullCollision	dontObstructSound	dontOccludeVisibility	thirdPersonCameraIgnore	rtsCameraIgnore	havokSliceType	roomVersion	nodeBuffer	reverbEnvironment	backGroundSound	noGore	noHumans
"3,60,0,-1,0,-1"	Catacombs\CTWallNew_Nc	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Catacombs\CTWallDark_Nc	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Catacombs\CTStairs	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Catacombs\CTHole	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Caves\Caves_A	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	3	-1	-1
"3,60,0,-1,0,-1"	Caves\Caves_B	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	3	-1	-1
"3,60,0,-1,0,-1"	Caves\Caves_C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	3	-1	-1
"3,60,0,-1,0,-1"	Caves\Caves_D	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	3	-1	-1
"3,60,0,-1,0,-1"	Caves\Caves_E	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	3	-1	-1
"3,60,0,-1,0,-1"	Caves\Caves_F	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	3	-1	-1
"3,60,0,-1,0,-1"	Caves\Caves_G	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	3	-1	-1
"3,62,0,-1,0,-1"	City\CharacterCreate	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\alley_E	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor_narrow	2	-1	-1
"3,60,0,-1,0,-1"	City\alley_F	1	1	1	0	0	0	0	0	0	0	0	0	0	16	0	0	HG_Outdoor_narrow	2	-1	-1
"3,60,0,-1,0,-1"	City\alley_HellRift	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor_narrow	2	-1	-1
"3,60,0,-1,0,-1"	City\alley_I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor_narrow	2	-1	-1
"3,60,0,-1,0,-1"	City\alley_L	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor_narrow	2	-1	-1
"3,60,0,-1,0,-1"	City\alley_T	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor_narrow	2	-1	-1
"3,60,0,-1,0,-1"	City\alley_X	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor_narrow	2	-1	-1
"3,62,0,-1,0,-1"	City\bend_Rup	1	1	1	0	0	0	0	0	0	0	0	0	0	245	1	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bend_up	1	1	1	0	0	0	0	0	0	0	0	0	0	245	1	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bend_Lup	1	1	1	0	0	0	0	0	0	0	0	0	0	245	1	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_C	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Ca	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Cb	1	1	1	0	0	0	0	0	0	0	0	0	0	213	2	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Cc	1	1	1	0	0	0	0	0	0	0	0	0	0	15	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Cd	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Ce	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_C_station	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_F	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Fa	1	1	1	0	0	0	0	0	0	0	0	0	0	16	1	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Fb	1	1	1	0	0	0	0	0	0	0	0	0	0	14	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Fc	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Fd	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Fe	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Ff	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Fg	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_E_PedMall	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_E_PedMall_A	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_E_PedMall_B	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\bldg_Fha	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_O	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Oa	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Ob	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Xa	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Xb	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\bldg_Xbigben	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\bldg_Xc	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\bldg_Xsky	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\bldg_Exospector	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_atrium	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_door	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_core	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_coreA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_coreB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_coreC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_cap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_capA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_capB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_capC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_wing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_wingA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_wingB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_wingC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_end	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_endA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_endB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_endC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_stairL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_stairR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cathedral	16	-1	-1
"3,60,0,-1,0,-1"	City\Bloomsbury\Museum_facade	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	16	-1	-1
"3,60,0,-1,0,-1"	City\bookstore_Fa	1	1	1	0	0	0	0	0	0	0	0	0	0	14	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\CoventGarden\chambers	1	1	1	0	0	0	0	0	0	0	0	0	0	16	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\CoventGarden\church	1	1	1	0	0	0	0	0	0	0	0	0	0	16	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\CoventGarden\corner	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\CoventGarden\jubilee	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\CoventGarden\mkt_A	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\CoventGarden\mkt_B	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\CoventGarden\mkt_C	1	1	1	0	0	0	0	0	0	0	0	0	0	18	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\CoventGarden\mkt_D	1	1	1	0	0	0	0	0	0	0	0	0	0	18	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\CoventGarden\opera_A	1	1	1	0	0	0	0	0	0	0	0	0	0	14	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\CoventGarden\opera_B	1	1	1	0	0	0	0	0	0	0	0	0	0	14	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\CoventGarden\tuttons	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\CoventGarden\bldg_C_CGS	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\Interiors\interior_Fa	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\Interiors\interior_Fb	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\lot1x1a	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\lot2x2a	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\Park\Oracle_Quest	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_edge_A	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park1x1a	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park1x1b	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park1x1d	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_edge_B	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_edge_inA	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_edge_inB	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_edge_outA	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_edge_outB	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_entrance_A	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_inA	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_inB	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_inC	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_inD	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_outA	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_sideA	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_sideB	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_sideC	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_sideD	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_outB	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_outC	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\Park\park_outD	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	26	-1	-1
"3,60,0,-1,0,-1"	City\PiccadillyCircus\Picc_A	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\PiccadillyCircus\Picc_B	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\PiccadillyCircus\Picc_C	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\PiccadillyCircus\Picc_D	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\PiccadillyCircus\Picc_E	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\PiccadillyCircus\Picc_F	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\StPauls\St_Pauls_A	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	25	-1	-1
"3,60,0,-1,0,-1"	City\StPauls\St_Pauls_AA	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	25	-1	-1
"3,60,0,-1,0,-1"	City\StPauls\St_Pauls_AB	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	25	-1	-1
"3,60,0,-1,0,-1"	City\StPauls\St_Pauls_B	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	25	-1	-1
"3,60,0,-1,0,-1"	City\StPauls\St_Pauls_C	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	25	-1	-1
"3,60,0,-1,0,-1"	City\StPauls\St_Pauls_D	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	25	-1	-1
"3,60,0,-1,0,-1"	City\StPauls\St_Pauls_E	1	1	1	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	25	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\AbbeyA	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\AbbeyB	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\AbbeyC	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\AbbeyD	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\AbbeyE	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\AbbeyF	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\AbbeyG	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\BigBen	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\Bookshop	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\HousesA	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\HousesB	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\HousesC	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\HousesD	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\HousesE	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\HousesF	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
