ReferenceId	Unknown1	StringId	Unknown2	String	Attribute1	Attribute2	Attribute3	Attribute4
14105	2192	affix dom electricity aug relic 2 desc	0	Aluminum	English			
14106	2954	affix dom electricity aug relic 3	0	Silver [item]	English			
14107	869	affix dom electricity aug relic 3 desc	0	Silver	English			
14108	1574	affix dom toxic aug relic 1	0	Decayed [item]	English			
14109	3889	affix dom toxic aug relic 1 desc	0	Decayed	English			
14110	1575	affix dom toxic aug relic 2	0	Tainted [item]	English			
14111	2566	affix dom toxic aug relic 2 desc	0	Tainted	English			
14112	1576	affix dom toxic aug relic 3	0	Defiled [item]	English			
14113	1243	affix dom toxic aug relic 3 desc	0	Defiled	English			
14114	3967	affix dom toxic aug tech 1	0	Poison Injection [item]	English			
14115	62	affix dom toxic aug tech 1 desc	0	Poison Injection	English			
14116	3968	affix dom toxic aug tech 2	0	Toxic Injection [item]	English			
14117	2835	affix dom toxic aug tech 2 desc	0	Toxic Injection	English			
14118	3969	affix dom toxic aug tech 3	0	Plague Injection [item]	English			
14119	1512	affix dom toxic aug tech 3 desc	0	Plague Injection	English			
14120	258	affix sub crit chance add 1	0	Vindicator's [item]	English			
14121	61	affix sub crit chance add 1 desc	0	Vindicator's	English			
14122	259	affix sub crit chance add 2	0	Punisher's [item]	English			
14123	2834	affix sub crit chance add 2 desc	0	Punisher's	English			
14124	260	affix sub crit chance add 3	0	Avenger's [item]	English			
14125	1511	affix sub crit chance add 3 desc	0	Avenger's	English			
14126	3691	affix sub crit boost weap 1	0	Critically Enhanced [item]	English			
14127	666	affix sub crit boost weap 1 desc	0	Critically Enhanced	English			
14128	3692	affix sub crit boost weap 2	0	Critically Boosted [item]	English			
14129	3439	affix sub crit boost weap 2 desc	0	Critically Boosted	English			
14130	3693	affix sub crit boost weap 3	0	Critically Charged [item]	English			
14131	2116	affix sub crit boost weap 3 desc	0	Critically Charged	English			
14132	2470	affix sub wpn_hyperstabilizer 1	0	Stabilized [item]	English			
14133	2225	affix sub wpn_hyperstabilizer 1 desc	0	Stabilized	English			
14134	2471	affix sub wpn_hyperstabilizer 2	0	Equalized [item]	English			
14135	902	affix sub wpn_hyperstabilizer 2 desc	0	Equalized	English			
14136	2472	affix sub wpn_hyperstabilizer 3	0	Balanced [item]	English			
14137	3675	affix sub wpn_hyperstabilizer 3 desc	0	Balanced	English			
14138	4080	affix dom hyperstabilizer tech 1	0	Anchored [item]	English			
14139	2115	affix dom hyperstabilizer tech 1 desc	0	Anchored	English			
14140	4081	affix dom hyperstabilizer tech 2	0	Fastened [item]	English			
14141	792	affix dom hyperstabilizer tech 2 desc	0	Fastened	English			
14142	4082	affix dom hyperstabilizer tech 3	0	Equalized [item]	English			
14143	3565	affix dom hyperstabilizer tech 3 desc	0	Equalized	English			
14144	2337	affix sub crit chance vs beast 1	0	Beastblight [item]	English			
14145	2056	affix sub crit chance vs beast 1 desc	0	Beastblight	English			
14146	2338	affix sub crit chance vs beast 2	0	Beastscourge [item]	English			
14147	733	affix sub crit chance vs beast 2 desc	0	Beastscourge	English			
14148	2339	affix sub crit chance vs beast 3	0	Beastbane [item]	English			
14149	3506	affix sub crit chance vs beast 3 desc	0	Beastbane	English			
14150	981	affix sub crit chance vs necro 1	0	Necroblight [item]	English			
14151	1996	affix sub crit chance vs necro 1 desc	0	Necroblight	English			
14152	982	affix sub crit chance vs necro 2	0	Necroscourge [item]	English			
14153	673	affix sub crit chance vs necro 2 desc	0	Necroscourge	English			
14154	983	affix sub crit chance vs necro 3	0	Necrobane [item]	English			
14155	3446	affix sub crit chance vs necro 3 desc	0	Necrobane	English			
14156	3488	affix sub crit chance vs spectral 1	0	Spectralblight [item]	English			
14157	2995	affix sub crit chance vs spectral 1 desc	0	Spectralblight	English			
14158	3489	affix sub crit chance vs spectral 2	0	Spectralscourge [item]	English			
14159	1672	affix sub crit chance vs spectral 2 desc	0	Spectralscourge	English			
14160	3490	affix sub crit chance vs spectral 3	0	Spectralbane [item]	English			
14161	349	affix sub crit chance vs spectral 3 desc	0	Spectralbane	English			
14162	3701	affix sub crit chance vs demon 1	0	Demonblight [item]	English			
14163	3820	affix sub crit chance vs demon 1 desc	0	Demonblight	English			
14164	3702	affix sub crit chance vs demon 2	0	Demonscourge [item]	English			
14165	2497	affix sub crit chance vs demon 2 desc	0	Demonscourge	English			
14166	3703	affix sub crit chance vs demon 3	0	Demonbane [item]	English			
14167	1174	affix sub crit chance vs demon 3 desc	0	Demonbane	English			
14168	2045	affix sub crit aug weap 1	0	Crusher's [item]	English			
14169	3348	affix sub crit aug weap 1 desc	0	Crusher	English			
14170	2046	affix sub crit aug weap 2	0	Vanquisher's [item]	English			
14171	2025	affix sub crit aug weap 2 desc	0	Vanquisher	English			
14172	2047	affix sub crit aug weap 3	0	Annihilator's [item]	English			
14173	702	affix sub crit aug weap 3 desc	0	Annihilator	English			
14174	44	affix sub wpn_hypercompensator1	0	Compensated [item]	English			
14175	559	affix sub wpn_hypercompensator1 desc	0	Compensated	English			
14176	45	affix sub wpn_hypercompensator2	0	Regulated [item]	English			
14177	3332	affix sub wpn_hypercompensator2 desc	0	Regulated	English			
14178	46	affix sub wpn_hypercompensator3	0	Harmonized [item]	English			
14179	2009	affix sub wpn_hypercompensator3 desc	0	Harmonized	English			
14180	2946	affix dom hypercompensator1	0	Attuned [item]	English			
14181	3261	affix dom hypercompensator1 desc	0	Attuned	English			
14182	2947	affix dom hypercompensator2	0	Adaptive [item]	English			
14183	1938	affix dom hypercompensator2 desc	0	Adaptive	English			
14184	2948	affix dom hypercompensator3	0	Integrated [item]	English			
14185	615	affix dom hypercompensator3 desc	0	Integrated	English			
14186	1777	affix sub crit mult vs beast1	0	Beast Lasher's [item]	English			
14187	1560	affix sub crit mult vs beast1 desc	0	Beast Lasher's	English			
14188	1778	affix sub crit mult vs beast2	0	Beast Mauler's [item]	English			
14189	237	affix sub crit mult vs beast2 desc	0	Beast Mauler's	English			
14190	1779	affix sub crit mult vs beast3	0	Beast Slayer's [item]	English			
14191	3010	affix sub crit mult vs beast3 desc	0	Beast Slayer's	English			
14192	3733	affix sub crit mult vs necro1	0	Necro Lasher's [item]	English			
14193	2444	affix sub crit mult vs necro1 desc	0	Necro Lasher's	English			
14194	3734	affix sub crit mult vs necro2	0	Necro Mauler's [item]	English			
14195	1121	affix sub crit mult vs necro2 desc	0	Necro Mauler's	English			
14196	3735	affix sub crit mult vs necro3	0	Necro Slayer's [item]	English			
14197	3894	affix sub crit mult vs necro3 desc	0	Necro Slayer's	English			
14198	3332	affix sub crit mult vs spectral1	0	Spectral Lasher's [item]	English			
14199	487	affix sub crit mult vs spectral1 desc	0	Spectral Lasher's	English			
14200	3333	affix sub crit mult vs spectral2	0	Spectral Mauler's [item]	English			
14201	3260	affix sub crit mult vs spectral2 desc	0	Spectral Mauler's	English			
14202	3334	affix sub crit mult vs spectral3	0	Spectral Slayer's [item]	English			
14203	1937	affix sub crit mult vs spectral3 desc	0	Spectral Slayer's	English			
14204	3253	affix sub crit mult vs demon1	0	Demon Lasher's [item]	English			
14205	2604	affix sub crit mult vs demon1 desc	0	Demon Lasher's	English			
14206	3254	affix sub crit mult vs demon2	0	Demon Mauler's [item]	English			
14207	1281	affix sub crit mult vs demon2 desc	0	Demon Mauler's	English			
14208	3255	affix sub crit mult vs demon3	0	Demon Slayer's [item]	English			
14209	4054	affix sub crit mult vs demon3 desc	0	Demon Slayer's	English			
14210	3894	affix sub sfx boost phys weap 1	0	Forceful [item]	English			
14211	2433	affix sub sfx boost phys weap 1 desc	0	Forceful	English			
14212	3895	affix sub sfx boost phys weap 2	0	Compelling [item]	English			
14213	1110	affix sub sfx boost phys weap 2 desc	0	Compelling	English			
14214	3896	affix sub sfx boost phys weap 3	0	Roundhouse [item]	English			
14215	3883	affix sub sfx boost phys weap 3 desc	0	Roundhouse	English			
14216	2724	affix sub sfx boost fire weap 1	0	Burning [item]	English			
14217	2055	affix sub sfx boost fire weap 1 desc	0	Burning	English			
14218	2725	affix sub sfx boost fire weap 2	0	Igniting [item]	English			
14219	732	affix sub sfx boost fire weap 2 desc	0	Igniting	English			
14220	2726	affix sub sfx boost fire weap 3	0	Combustible [item]	English			
14221	3505	affix sub sfx boost fire weap 3 desc	0	Combustible	English			
14222	1395	affix sub sfx boost elec weap 1	0	Stunning [item]	English			
14223	3138	affix sub sfx boost elec weap 1 desc	0	Stunning	English			
14224	1396	affix sub sfx boost elec weap 2	0	Dazing [item]	English			
14225	1815	affix sub sfx boost elec weap 2 desc	0	Dazing	English			
14226	1397	affix sub sfx boost elec weap 3	0	Staggering [item]	English			
14227	492	affix sub sfx boost elec weap 3 desc	0	Staggering	English			
14228	2213	affix sub sfx boost spec weap 1	0	Spirited [item]	English			
14229	2268	affix sub sfx boost spec weap 1 desc	0	Spirited	English			
14230	2214	affix sub sfx boost spec weap 2	0	Hallowed [item]	English			
14231	945	affix sub sfx boost spec weap 2 desc	0	Hallowed	English			
14232	2215	affix sub sfx boost spec weap 3	0	Consecrated [item]	English			
14233	3718	affix sub sfx boost spec weap 3 desc	0	Consecrated	English			
14234	881	affix sub sfx boost toxic weap 1	0	Contaminated [item]	English			
14235	3224	affix sub sfx boost toxic weap 1 desc	0	Contaminated	English			
14236	882	affix sub sfx boost toxic weap 2	0	Polluted [item]	English			
14237	1901	affix sub sfx boost toxic weap 2 desc	0	Polluted	English			
14238	883	affix sub sfx boost toxic weap 3	0	Radiated [item]	English			
14239	578	affix sub sfx boost toxic weap 3 desc	0	Radiated	English			
14240	202	affix dom knockback augmentation1	0	Forceful [item]	English			
14241	421	affix dom knockback augmentation1 desc	0	Forceful	English			
14242	203	affix dom knockback augmentation2	0	Compelling [item]	English			
14243	3194	affix dom knockback augmentation2 desc	0	Compelling	English			
14244	204	affix dom knockback augmentation3	0	Roundhouse [item]	English			
14245	1871	affix dom knockback augmentation3 desc	0	Roundhouse	English			
14246	2575	affix dom ignite augmentation1	0	Burning [item]	English			
14247	2574	affix dom ignite augmentation1 desc	0	Burning	English			
14248	2576	affix dom ignite augmentation2	0	Igniting [item]	English			
14249	1251	affix dom ignite augmentation2 desc	0	Igniting	English			
14250	2577	affix dom ignite augmentation3	0	Combustable [item]	English			
14251	4024	affix dom ignite augmentation3 desc	0	Combustable	English			
14252	877	affix dom stun augmentation1	0	Stunning [item]	English			
14253	324	affix dom stun augmentation1 desc	0	Stunning	English			
14254	878	affix dom stun augmentation2	0	Dazing [item]	English			
14255	3097	affix dom stun augmentation2 desc	0	Dazing	English			
14256	879	affix dom stun augmentation3	0	Staggering [item]	English			
14257	1774	affix dom stun augmentation3 desc	0	Staggering	English			
14258	1312	affix dom phase augmentation1	0	Spirited [item]	English			
14259	2355	affix dom phase augmentation1 desc	0	Spirited	English			
14260	1313	affix dom phase augmentation2	0	Blessed [item]	English			
14261	1032	affix dom phase augmentation2 desc	0	Blessed	English			
14262	1314	affix dom phase augmentation3	0	Consecrated [item]	English			
14263	3805	affix dom phase augmentation3 desc	0	Consecrated	English			
14264	2051	affix dom poison augmentation1	0	Contaminated [item]	English			
14265	3602	affix dom poison augmentation1 desc	0	Contaminated	English			
14266	2052	affix dom poison augmentation2	0	Polluted [item]	English			
14267	2279	affix dom poison augmentation2 desc	0	Polluted	English			
14268	2053	affix dom poison augmentation3	0	Tainted [item]	English			
14269	956	affix dom poison augmentation3 desc	0	Tainted	English			
14270	509	affix dom knockback boost1	0	Backlashing [item]	English			
14271	3860	affix dom knockback boost1 desc	0	Backlashing	English			
14272	510	affix dom knockback boost2	0	Bullish [item]	English			
14273	2537	affix dom knockback boost2 desc	0	Bullish	English			
14274	511	affix dom knockback boost3	0	Elephantine [item]	English			
14275	1214	affix dom knockback boost3 desc	0	Elephantine	English			
14276	278	affix dom ignite boost1	0	Salamander [item]	English			
14277	2273	affix dom ignite boost1 desc	0	Salamander	English			
14278	279	affix dom ignite boost2	0	Drake [item]	English			
14279	950	affix dom ignite boost2 desc	0	Drake	English			
14280	280	affix dom ignite boost3	0	Dragon [item]	English			
14281	3723	affix dom ignite boost3 desc	0	Dragon	English			
14282	1132	affix dom stun boost1	0	Vayu's [item]	English			
14283	2927	affix dom stun boost1 desc	0	Vayu's	English			
14284	1133	affix dom stun boost2	0	Susanowo's [item]	English			
14285	1604	affix dom stun boost2 desc	0	Susanowo's	English			
14286	1134	affix dom stun boost3	0	Seth's [item]	English			
14287	281	affix dom stun boost3 desc	0	Seth's	English			
14288	3627	affix dom phase boost1	0	Ethereal [item]	English			
14289	3418	affix dom phase boost1 desc	0	Ethereal	English			
14290	3628	affix dom phase boost2	0	Empyrean [item]	English			
14291	2095	affix dom phase boost2 desc	0	Empyrean	English			
14292	3629	affix dom phase boost3	0	Celestial [item]	English			
14293	772	affix dom phase boost3 desc	0	Celestial	English			
14294	474	affix dom poison boost1	0	Blighted [item]	English			
14295	1013	affix dom poison boost1 desc	0	Blighted	English			
14296	475	affix dom poison boost2	0	Debased [item]	English			
14297	3786	affix dom poison boost2 desc	0	Debased	English			
14298	476	affix dom poison boost3	0	Stained [item]	English			
14299	2463	affix dom poison boost3 desc	0	Stained	English			
14300	2783	affix sub shield penetration 1	0	Perforating [item]	English			
14301	1822	affix sub shield penetration 1 desc	0	Perforating	English			
14302	2784	affix sub shield penetration 2	0	Piercing [item]	English			
14303	499	affix sub shield penetration 2 desc	0	Piercing	English			
14304	2785	affix sub shield penetration 3	0	Penetrating [item]	English			
14305	3272	affix sub shield penetration 3 desc	0	Penetrating	English			
14306	4082	affix sub shield destruction 1	0	Disrupting [item]	English			
14307	3565	affix sub shield destruction 1 desc	0	Disrupting	English			
14308	4083	affix sub shield destruction 2	0	Subverting [item]	English			
14309	2242	affix sub shield destruction 2 desc	0	Subverting	English			
14310	4084	affix sub shield destruction 3	0	Demolishing [item]	English			
14311	919	affix sub shield destruction 3 desc	0	Demolishing	English			
14312	1590	affix sub missile vel bonus weap 1	0	Slingshot [item]	English			
14313	3201	affix sub missile vel bonus weap 1 desc	0	Slingshot	English			
14314	1591	affix sub missile vel bonus weap 2	0	Linear Accelerated [item]	English			
14315	1878	affix sub missile vel bonus weap 2 desc	0	Linear Accelerated	English			
14316	1592	affix sub missile vel bonus weap 3	0	Railed [item]	English			
14317	555	affix sub missile vel bonus weap 3 desc	0	Railed	English			
14318	287	affix dom missile vel bonus rocket 1	0	Forceful [item]	English			
14319	2654	affix dom missile vel bonus rocket 1 desc	0	Forceful	English			
14320	288	affix dom missile vel bonus rocket 2	0	Dynamic [item]	English			
14321	1331	affix dom missile vel bonus rocket 2 desc	0	Dynamic	English			
14322	289	affix dom missile vel bonus rocket 3	0	Kinetic [item]	English			
14323	8	affix dom missile vel bonus rocket 3 desc	0	Kinetic	English			
14324	136	affix dom radius add mod 1	0	Detonating [item]	English			
14325	1723	affix dom radius add mod 1 desc	0	Detonating	English			
14326	137	affix dom radius add mod 2	0	Demolishing [item]	English			
14327	400	affix dom radius add mod 2 desc	0	Demolishing	English			
14328	2037	affix sub radius boost weap 1	0	Extracircumferential [item]	English			
14329	1644	affix sub radius boost weap 1 desc	0	Extracircumferential	English			
14330	2038	affix sub radius boost weap 2	0	Supercircumferential [item]	English			
14331	321	affix sub radius boost weap 2 desc	0	Supercircumferential	English			
14332	2039	affix sub radius boost weap 3	0	Megacircumferential [item]	English			
14333	3094	affix sub radius boost weap 3 desc	0	Megacircumferential	English			
14334	3606	affix dom radius boost mod 1	0	Expanded [item]	English			
14335	2529	affix dom radius boost mod 1 desc	0	Expanded	English			
14336	3607	affix dom radius boost mod 2	0	Diffused [item]	English			
14337	1206	affix dom radius boost mod 2 desc	0	Diffused	English			
14338	3608	affix dom radius boost mod 3	0	Amplified [item]	English			
14339	3979	affix dom radius boost mod 3 desc	0	Amplified	English			
14340	1581	affix sub range boost 1	0	Aligned [item]	English			
14341	2820	affix sub range boost 1 desc	0	Aligned	English			
14342	1582	affix sub range boost 2	0	Ranged [item]	English			
14343	1497	affix sub range boost 2 desc	0	Ranged	English			
14344	1583	affix sub range boost 3	0	Telescopic [item]	English			
14345	174	affix sub range boost 3 desc	0	Telescopic	English			
14346	1171	affix dom range boost tech 1	0	Range Augmentation [item]	English			
14347	482	affix dom range boost tech 1 desc	0	Range Augmentation	English			
14348	1172	affix dom range boost tech 2	0	Range Enhancement [item]	English			
14349	3255	affix dom range boost tech 2 desc	0	Range Enhancement	English			
14350	1173	affix dom range boost tech 3	0	Range Maximization [item]	English			
14351	1932	affix dom range boost tech 3 desc	0	Range Maximization	English			
14352	522	affix dom range boost relic 1	0	Minor Farsight [item]	English			
14353	3045	affix dom range boost relic 1 desc	0	Minor Farsight	English			
14354	523	affix dom range boost relic 2	0	Farsight [item]	English			
14355	1722	affix dom range boost relic 2 desc	0	Farsight	English			
14356	524	affix dom range boost relic 3	0	Major Farsight [item]	English			
14357	399	affix dom range boost relic 3 desc	0	Major Farsight	English			
14358	680	affix sub precision bonus 1	0	Hunter's [item]	English			
14359	2907	affix sub precision bonus 1 desc	0	Hunter's	English			
14360	681	affix sub precision bonus 2	0	Sharpshooter's [item]	English			
14361	1584	affix sub precision bonus 2 desc	0	Sharpshooter's	English			
14362	682	affix sub precision bonus 3	0	Marksman's [item]	English			
14363	261	affix sub precision bonus 3 desc	0	Marksman's	English			
