"SKILLS"	"skill"	"code"	"buffer"	"bitmask1"	"bitmask2"	"bitmask3"	"bitmask4"	"bitmask5"	"bitmask6"	"displayName"	"descriptionStringFunction"	"effectStringFunction"	"skillBonusFunction"	"accumulationStringFunction"	"unknown101"	"unknown102"	"unknown103"	"unknown104"	"unknown105"	"descriptionString"	"effectString"	"skillBonusString"	"accumulationString"	"stringAfterRequiredWeapon"	"skillsToAccumulate1"	"skillsToAccumulate2"	"skillsToAccumulate3"	"events"	"activator"	"largeIcon"	"smallIcon"	"iconColor"	"iconBackgroundColor"	"skillTab"	"skillGroup1"	"skillGroup2"	"skillGroup3"	"skillGroup4"	"skillPageColumn"	"skillPageRow"	"level1"	"level2"	"level3"	"level4"	"level5"	"level6"	"level7"	"level8"	"level9"	"level10"	"level11"	"level12"	"level13"	"level14"	"level15"	"maxLevel"	"summonedAi"	"unknown201"	"summonedInvLocation1"	"summonedInvLocation2"	"summonedInvLocation3"	"summonedInvLocation4"	"summonedInvLocation5"	"summonedInvLocation6"	"maxSummonedMinorPetClasses"	"uiThrobsOnState"	"powerCost"	"powerCostPerLevel"	"priority"	"requiredStats1"	"requiredStats2"	"requiredStatValuesA1"	"requiredStatValuesA2"	"requiredStatValuesA3"	"requiredStatValuesA4"	"requiredStatValuesA5"	"requiredStatValuesA6"	"requiredStatValuesA7"	"requiredStatValuesA8"	"requiredStatValuesA9"	"requiredStatValuesA10"	"requiredStatValuesA11"	"requiredStatValuesA12"	"requiredStatValuesA13"	"requiredStatValuesA14"	"requiredStatValuesA15"	"requiredStatValuesB1"	"requiredStatValuesB2"	"requiredStatValuesB3"	"requiredStatValuesB4"	"requiredStatValuesB5"	"requiredStatValuesB6"	"requiredStatValuesB7"	"requiredStatValuesB8"	"requiredStatValuesB9"	"requiredStatValuesB10"	"requiredStatValuesB11"	"requiredStatValuesB12"	"requiredStatValuesB13"	"requiredStatValuesB14"	"requiredStatValuesB15"	"requiredSkills1"	"requiredSkills2"	"requiredSkills3"	"requiredSkills4"	"levelsOfRequiredSkills1"	"levelsOfRequiredSkills2"	"levelsOfRequiredSkills3"	"levelsOfRequiredSkills4"	"bOnlyRequireOne"	"bUsesCraftingPoints"	"weaponLocation1"	"weaponLocation2"	"fallBackSkills1"	"fallBackSkills2"	"fallBackSkills3"	"targetUnittype"	"ignoreUnitType"	"ignoreTargetsWithState1"	"ignoreTargetsWithState2"	"selectTargetsWithState1"	"selectTargetsWithState2"	"unknown301"	"modeOverride"	"bonusSkills0"	"bonusSkills1"	"bonusSkills2"	"bonusSkills3"	"bonusSkills4"	"bonusSkillScript0"	"bonusSkillScript1"	"bonusSkillScript2"	"bonusSkillScript3"	"bonusSkillScript4"	"skillVar0"	"skillVar1"	"skillVar2"	"skillVar3"	"skillVar4"	"skillVar5"	"skillVar6"	"skillVar7"	"skillVar8"	"skillVar9"	"rangeMultScript"	"cost"	"coolDownPercentChange"	"statsTransferOnAttack"	"statsSkillEvent"	"statsSkillEventServer"	"statsSkillEventServerPostProcess"	"statsServerPostLaunch"	"statsServerPostLaunchPost"	"statsPostLaunch"	"statsOnStateSet"	"statsServerOnStateSet"	"statsServerOnStateSetPost"	"statsOnStateSetPost"	"statsOnPulseServerOnly"	"statsOnDeSelectServerOnly"	"statsOnPulse"	"statsOnLevelChange"	"statsOnSkillStart"	"statsScriptOnTarget"	"scriptFromScriptEvents"	"selectCost"	"startCondition"	"startConditionOntarget"	"stateDurationInTicks"	"stateDurationBonus"	"activatorCondition"	"activatorConditionOnTarget"	"eventChance"	"eventParam0"	"eventParam1"	"eventParam2"	"eventParam3"	"infoScript"	"stateRemovedServer"	"powerCostScript"	"coolDownSkillScript"	"skillOnpulse"	"selectCheckStat"	"startFunc"	"targetFunc"	"givesSkill"	"extraSkillToTurnOn"	"playerInputOverride"	"requiresUnitType"	"requiresWeaponUnitType"	"fuseMissilesOnStateClear"	"requiresState"	"prohibitingState0"	"prohibitingState1"	"prohibitingState2"	"prohibitingState3"	"stateOnSelect"	"clearStateOnSelect"	"holdTicks"	"holdWithMode"	"warmUpTicks"	"testTicks"	"coolDown"	"coolDownSkillGroup"	"coolDownForGroup"	"coolDownFinishedSound"	"coolDownMinPercent"	"activatorKey"	"activateMode"	"activateSkill"	"activatePriority"	"rangeMin"	"rangeMax"	"firingCone"	"rangeDesired"	"rangePercentPerLevel"	"weaponRangeMultiplier"	"impactForwardBias"	"modeSpeed"	"damageTypeOverride"	"damageMultiplier"	"maxExtraSpreadBullets"	"spreadBulletMultiplier"	"reflectiveLifeTimeInSeconds"	"Param1"	"Param2"	"usage"	"family"	"unitEventTrigger0"	"unitEventTrigger1"	"unitEventTrigger2"	"unitEventTrigger3"	"unitEventTriggerChanceScript"	"linkedLevelSkill0"	"linkedLevelSkill1"	"linkedLevelSkill2"	"skillParent"	"fieldMissile"
"3,60,0,-1,0,-1"	"Denounce"	12621	0	6029312	1028	25209568	769	8	0	13498	"Stats -1"	"Stats 2"			-1	-1	-1	-1	0	13499	13500	-1	-1	-1	-1	-1	-1	"templar/Denounce"	"Target"	"Denounce"	"Denounce"	2	60	3	7	9	-1	-1	3	3	15	16	17	18	20	22	25	31	39	44	-1	-1	-1	-1	-1	10		-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	-1	-1	3	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,100,26,12,26,3,700,6,26,1,399,358,388,358,26,4,369,26,200,2,339,0,0"	0	0	0	0	0	"26,-25,26,5,711,26,51,3,44,358,399,669,385875968,0"	0	0	0	0	0	0	0	0	0	0	0	0	"26,350,0"	"666,872415232,0"	0	0	0	0	0	0	0	"26,-25,26,5,711,26,51,3,44,358,399,669,385875968,26,25,700,6,26,1,399,358,669,536870912,0"	0	0	0	-1	-1	2	0	-1	-1	0	247	-1	-1	-1	23	-1	-1	-1	-1	-1	0	-1	0	0	200	-1	0	-1	50	0	-1	-1	17	0	30	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Denounce_Mastery"	12877	0	0	0	32800	0	8	0	13501	"Simple"	"Stats 1"			-1	-1	-1	-1	0	13502	13503	-1	-1	-1	-1	-1	-1			"Denounce_Mastery"	"Denounce_Mastery"	2	60	3	7	9	-1	-1	3	4	20	25	30	35	40	45	50	-1	-1	-1	-1	-1	-1	-1	-1	7		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	2	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,5,700,6,358,0"	0	0	0	-1	-1	2	0	-1	-1	0	247	-1	-1	-1	23	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Challenge_Mastery"	22601	0	0	0	32800	0	8	0	13513	"Simple"	"Stats 1"			-1	-1	-1	-1	0	13514	13515	-1	-1	-1	-1	-1	-1			"Taunt"	"Taunt"	2	60	3	7	9	-1	-1	3	5	25	26	27	29	32	35	38	41	44	47	-1	-1	-1	-1	-1	10		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	-1	-1	1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,4,700,6,388,26,10,26,5,707,0,714,666,0,358,388,358,26,3,369,0"	0	0	0	-1	-1	2	0	-1	-1	0	247	-1	-1	-1	23	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Shield_Boost_Guardian"	13133	0	0	0	60128	8421377	8	0	13510	"Simple"	"Stats 2 Dur"			-1	-1	-1	-1	0	13511	13512	-1	-1	-1	-1	-1	-1	"templar/ShieldBoost"	"Mode"	"skill_tmp_def_boost_shieldboost"	"skill_tmp_def_boost_shieldboost"	2	60	3	7	-1	-1	-1	4	1	5	6	7	9	12	16	21	27	33	39	-1	-1	-1	-1	-1	10		-1	-1	-1	-1	-1	-1	-1	-1	-1	32	0	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"707,0,714,666,0,3,192,26,75,26,25,700,6,358,388,358,26,100,369,669,461373440,26,15,707,0,714,666,0,358,669,452984832,0"	0	"707,0,714,666,461373440,707,0,714,669,465567744,0"	0	0	0	0	0	0	0	0	0	0	"26,12,700,6,388,26,20,358,0"	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	2	0	-1	-1	0	247	-1	-1	-1	23	-1	-1	-1	-1	-1	0	-1	0	0	800	-1	0	-1	50	0	13	-1	55	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Active_Block"	25417	0	140	0	33598192	8650753	2056	0	13528	"Simple"	"Stats 2"			-1	-1	-1	-1	0	13529	13530	-1	-1	-1	-1	-1	-1	"templar/ActiveBlock"	"Always"	"Active Block"	"Active Block"	2	60	3	7	8	3	39	4	5	25	26	27	29	32	35	38	41	44	47	-1	-1	-1	-1	-1	10		-1	-1	-1	-1	-1	-1	-1	-1	281	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	-1	-1	-1	2	-1	-1	-1	0	0	8	-1	323	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"700,7,14,140,707,0,714,666,0,3,192,26,400,26,100,700,6,358,388,358,26,100,369,669,461373440,26,15,707,0,714,666,0,358,669,452984832,0"	0	"707,0,714,666,461373440,707,0,714,669,465567744,0"	0	0	0	0	0	0	0	0	0	0	0	"666,868220928,0"	"666,25165824,666,29360128,26,3,369,426,0"	0	0	0	0	0	0	0	0	0	0	-1	-1	2	0	-1	-1	0	247	40	-1	-1	23	-1	-1	-1	-1	-1	0	-1	0	0	300	39	15	-1	50	0	-1	-1	40	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Shield_Bash_Guardian"	13645	0	5046428	1209205764	142666493	8389380	8	0	13516	"Simple"	"Stats 1"			-1	-1	-1	-1	0	13517	13518	-1	-1	-1	-1	-1	-1	"templar/ShieldBash"	"Target"	"Shield Bash"	"Shield Bash"	2	61	3	7	8	3	-1	5	0	1	2	3	4	6	9	13	18	24	31	-1	-1	-1	-1	-1	10		-1	-1	-1	-1	-1	-1	-1	-1	-1	10	0	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,30,700,6,26,1,399,358,669,549453824,26,12,711,26,60,3,44,358,669,574619648,26,15,711,26,60,3,44,358,669,243269632,0"	"707,0,714,666,276824071,673,243269632,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,30,700,6,26,1,399,358,669,549453824,0"	0	0	0	-1	-1	1	0	-1	-1	0	247	40	-1	-1	23	-1	-1	-1	-1	-1	0	-1	0	90	0	41	0	-1	50	0	-1	-1	10	0	2	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Shield_Spin_Attack"	13130	0	4194444	1209074692	142666489	262913	8	0	13546	"Stats 2"	"Stats 1"			-1	-1	-1	-1	0	13547	13548	-1	-1	-1	-1	-1	-1	"templar/ShieldSpin"	"SeveralTargets"	"Shield Icon"	"Shield Icon"	2	61	3	7	8	3	-1	5	2	10	11	12	14	17	20	24	29	35	42	-1	-1	-1	-1	-1	10		-1	-1	-1	-1	-1	-1	-1	-1	-1	30	0	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55	-1	-1	-1	3	-1	-1	-1	0	0	8	-1	55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,60,26,50,700,6,358,388,669,549453824,26,150,26,12,711,26,60,3,44,358,388,669,574619648,26,15,711,26,60,3,44,358,669,243269632,26,100,26,50,700,6,358,388,669,587202560,0"	"707,0,714,666,276824071,673,243269632,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,60,26,30,700,6,358,388,669,549453824,26,150,669,574619648,0"	0	0	0	-1	-1	1	0	-1	-1	0	247	40	-1	-1	23	-1	-1	-1	-1	-1	0	-1	0	0	160	-1	0	-1	50	0	-1	-1	75	0	3	180	2	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Shield_Charge_Attack"	26185	0	6127756	1209074692	159443705	134480651	264	0	13534	"Stats 1"	"Simple"			-1	-1	-1	-1	0	13535	13536	-1	-1	-1	-1	-1	-1	"templar/ShieldChargeAttack"	"Target"	"Shield Charge"	"Shield Charge"	2	62	3	7	8	3	-1	5	4	20	21	22	23	24	27	31	35	40	45	-1	-1	-1	-1	-1	10		-1	-1	-1	-1	-1	-1	-1	-1	-1	30	0	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	56	-1	-1	-1	3	-1	-1	-1	0	0	8	-1	1	0	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"700,6,26,18,358,0"	0	0	"26,200,669,549453825,26,12,711,26,60,3,44,358,669,574619648,26,15,711,26,60,3,44,358,669,243269632,0"	"707,0,714,666,276824071,673,243269632,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"666,603979776,26,1,481,0"	0	0	0	0	0	0	0	0	0	"26,200,669,549453825,0"	0	0	0	-1	-1	1	0	-1	-1	0	247	40	-1	-1	23	-1	-1	-1	-1	-1	0	-1	0	0	300	-1	0	-1	50	0	-1	-1	60	5	22	180	18	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Stampede"	29775	0	360588	1074856964	142666489	134480649	264	0	13537	"Stats 1"	"Stats 2"			-1	-1	-1	-1	0	13538	13539	-1	-1	-1	-1	-1	-1	"templar/Stampede"		"Stampede"	"Stampede"	2	62	3	7	8	3	-1	5	6	30	31	32	34	36	38	40	42	44	47	-1	-1	-1	-1	-1	10		-1	-1	-1	-1	-1	-1	-1	-1	-1	35	0	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	-1	-1	2	-1	-1	-1	0	0	8	-1	1	0	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,30,700,6,26,1,399,358,669,549453824,26,12,711,26,60,3,44,358,669,574619648,26,100,26,30,711,26,60,3,44,358,388,669,243269632,26,100,26,50,700,6,358,388,669,587202561,0"	"666,243269632,707,0,714,666,276824068,3,31,673,243269632,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,15,669,549453825,26,30,700,6,26,1,399,358,669,549453826,0"	0	0	0	-1	-1	1	0	-1	-1	0	247	40	-1	-1	23	-1	-1	-1	-1	-1	0	-1	0	0	160	-1	0	-1	50	-1	-1	-1	0	0	3	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Dig_In"	13389	0	128	0	33598192	8650753	2056	0	13531	"Simple"	"Stats 1"			-1	-1	-1	-1	0	13532	13533	-1	-1	-1	-1	-1	-1	"templar/DigIn"	"Always"	"Dig In"	"Dig In"	2	60	3	7	8	39	-1	6	1	5	6	7	9	12	16	21	27	33	39	-1	-1	-1	-1	-1	10		-1	-1	-1	-1	-1	-1	-1	-1	514	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	323	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"700,7,14,56,26,50,26,10,700,6,358,388,669,243269632,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	2	0	-1	-1	0	247	-1	-1	-1	514	23	-1	-1	-1	-1	0	-1	0	0	120	39	15	-1	50	0	-1	-1	55	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Shield_Mastery"	26697	0	0	8388608	32800	8388608	8	0	13540	"Simple"	"Stats 1 2"			-1	-1	-1	-1	0	13541	13542	-1	-1	-1	-1	-1	-1			"Shield_Mastery"	"Shield_Mastery"	2	60	3	7	8	-1	-1	6	5	25	28	31	34	37	43	50	-1	-1	-1	-1	-1	-1	-1	-1	7		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	-1	-1	-1	2	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,12,700,6,358,669,574619648,26,25,700,6,358,669,243269632,0"	0	0	0	-1	-1	0	0	-1	-1	0	247	-1	-1	-1	-1	-1	-1	-1	595	-1	0	-1	0	0	0	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Jump_Slam_Guardian"	14413	0	5047436	1209074692	142666489	262912	8	0	13205	"Simple"	"Stats 1"			-1	-1	-1	-1	0	13206	13207	-1	-1	-1	-1	-1	-1	"templar/JumpSlam"	"Target"	"Jump Slam"	"Jump Slam"	2	62	3	7	3	-1	-1	7	0	1	2	3	4	6	9	13	18	24	31	-1	-1	-1	-1	-1	10		-1	-1	-1	-1	-1	-1	-1	-1	-1	20	0	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	-1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,85,26,15,700,6,358,388,669,243269632,0"	"666,243269632,707,0,714,666,276824071,3,31,673,243269632,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	-1	-1	0	247	44	-1	-1	23	-1	-1	-1	-1	-1	0	-1	0	0	0	41	0	-1	50	0	-1	-1	50	0	3	180	1	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	21	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Debuff_Attack_Guardian"	16717	0	5047436	135332868	142666488	262912	8	0	13239	"DurationOnly"	"Stats -2 -1"			-1	-1	-1	-1	0	13240	13241	-1	-1	-1	-1	-1	-1	"templar/DebuffAttack"	"Target"	"Debuff Attack"	"Debuff Attack"	2	60	3	7	3	-1	-1	7	2	10	11	12	14	17	20	24	29	35	42	-1	-1	-1	-1	-1	10		-1	-1	-1	-1	-1	-1	-1	-1	-1	22	0	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	61	-1	-1	-1	2	-1	-1	-1	0	0	7	-1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"707,0,714,666,276824071,673,243269632,0"	0	0	0	0	"26,-20,26,5,700,6,358,399,669,595591168,26,-20,26,3,700,6,26,1,399,358,399,669,390070272,0"	0	0	0	0	0	0	0	0	0	0	0	0	"26,200,0"	"666,872415232,0"	0	"666,1056964998,26,0,470,0"	0	0	0	0	0	0	0	0	0	-1	-1	1	0	-1	-1	0	247	44	-1	-1	23	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	0	-1	50	0	-1	-1	40	0	3	180	1	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	20	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Air_Melee_Attack_Guardian"	14669	0	5047436	1209074692	13691641	262912	8	0	13227	"Simple"	"Stats 1"			-1	-1	-1	-1	0	13228	13229	-1	-1	-1	-1	-1	-1	"templar/AirMeleeAttack"	"TargetWithZOffset"	"Air Spin Attack"	"Air Spin Attack"	2	62	3	7	3	-1	-1	7	5	25	26	27	29	32	35	38	41	44	47	-1	-1	-1	-1	-1	10		-1	-1	-1	-1	-1	-1	-1	-1	-1	10	0	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	-1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,80,26,20,700,6,358,388,669,243269632,0"	"666,243269632,707,0,714,666,276824071,3,31,673,243269632,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"666,603979776,26,1,470,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	-1	-1	0	247	44	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	0	41	0	-1	50	0	-1	-1	60	0	4	180	1	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	16	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"Power_Aura_Guardian"	12365	0	0	33554432	41184	25165840	1048584	0	13507	"Simple"	"Stats 1"			-1	-1	-1	-1	0	13508	13509	-1	-1	-1	-1	-1	-1			"Power Aura Blademaster"	"Power Aura Blademaster"	2	60	3	7	2	-1	-1	8	1	5	6	7	9	12	16	21	27	33	39	-1	-1	-1	-1	-1	10		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"707,0,714,666,1166016512,26,8,3,28,707,0,714,666,62914560,26,34,26,17,700,6,358,388,358,358,26,20,369,683,79691776,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,60,707,0,714,666,62914560,26,34,26,17,700,6,358,388,358,358,26,20,369,683,79691776,0"	0	0	0	-1	-1	0	0	-1	-1	0	247	-1	-1	-1	-1	-1	-1	-1	230	725	0	-1	0	0	0	-1	0	-1	10	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	32	-1	-1	-1	-1
